Borrower_ID,Age,Employment_Status,Income,Credit_Score,Nationality,Loan_ID,Interest_Rate,Loan_Term,Purpose,Disbursement_Date,Due_Date,Days_Past_Due,Payment_Amount,Outstanding_Balance,Collection_Status,Recovery_Status,Recovery_Amount,Recovery_Date,Paid_Date,Invoice_Amount,Customer_Segment,Days_To_Collect,Recovered,Contact_Attempts,Payment_History_Pattern,Region,Channel_of_Contact
504,39,Employed,77539,525,Other,10504,4.35,24,Home Improvement,1/7/2022,12/28/2023,2,25483.628,-2039.628,Current,Not Started,0,,12/30/2023,23444,Employed,722,0,9,Always Late,North,In-App
505,46,Self-Employed,81077,711,German,10505,4.83,24,Education,7/10/2021,6/30/2023,2,47217.4028,-4159.4028,Current,Not Started,0,,7/2/2023,43058,Self-Employed,722,0,1,Mixed,East,Email
506,20,Employed,36817,504,German,10506,13.5,48,Business,10/13/2022,9/22/2026,-2,29353.94,-10292.94,Current,Not Started,0,,9/20/2026,19061,Employed,1438,0,4,Always Late,North,In-App
507,29,Employed,52861,378,German,10507,8.93,12,Home Improvement,2/29/2020,2/23/2021,0,4227.5733,-346.5733,Current,Not Started,0,,2/23/2021,3881,Employed,360,0,9,Mixed,South,Email
508,43,Employed,28428,423,German,10508,11.7,48,Debt Consolidation,8/8/2020,7/18/2024,-1,45306.884,-14443.884,Current,Not Started,0,,7/17/2024,30863,Employed,1439,0,4,Mixed,South,SMS
509,33,Employed,58934,770,German,10509,8.02,60,Education,10/24/2022,9/28/2027,70,65603.226,-18777.226,Delinquent,Not Started,0,,12/7/2027,46826,Employed,1870,0,2,Always Late,North,Phone
510,68,Self-Employed,25258,517,German,10510,6.48,36,Education,4/14/2022,3/29/2025,2,7909.3168,-1287.3168,Current,Not Started,0,,3/31/2025,6622,Self-Employed,1082,0,4,Mixed,East,Email
511,54,Self-Employed,72775,815,German,10511,7.49,48,Home Improvement,5/12/2020,4/21/2024,124,3090.4488,-712.4488,Default,Not Started,0,,8/23/2024,2378,Self-Employed,1564,0,2,Always Late,South,Phone
512,39,Employed,96580,403,German,10512,12.63,24,Other,1/30/2021,1/20/2023,1,23338.4432,-4706.4432,Current,Not Started,0,,1/21/2023,18632,Employed,721,0,4,Mixed,West,Email
513,46,Self-Employed,109947,692,German,10513,10.69,24,Education,5/8/2021,4/28/2023,1,35577.6918,-6266.6918,Current,Not Started,0,,4/29/2023,29311,Self-Employed,721,0,1,Always Late,South,Email
514,31,Self-Employed,20469,733,Other,10514,14.28,48,Business,2/4/2020,1/14/2024,-5,10448.48,-3798.48,Current,Not Started,0,,1/9/2024,6650,Self-Employed,1435,0,5,Always Late,East,Email
515,45,Self-Employed,43854,630,German,10515,11.32,36,Education,3/2/2020,2/15/2023,-5,61890.8596,-15689.8596,Current,Not Started,0,,2/10/2023,46201,Self-Employed,1075,0,4,Mixed,South,Email
516,22,Self-Employed,21256,442,Other,10516,10.06,48,Debt Consolidation,3/5/2020,2/13/2024,134,60617.337600000006,-17393.3376,Default,Not Started,0,,6/26/2024,43224,Self-Employed,1574,0,6,Mixed,North,Email
517,64,Employed,91256,839,German,10517,10.52,36,Education,11/9/2021,10/24/2024,110,10572.1616,-2536.1616,Default,Not Started,0,,2/11/2025,8036,Employed,1190,0,5,Always Late,South,Phone
518,66,Employed,48937,577,German,10518,14.34,36,Other,10/19/2021,10/3/2024,-1,57572.70100000001,-17317.701,Current,Not Started,0,,10/2/2024,40255,Employed,1079,0,4,Always Late,South,Email
519,47,Employed,114134,532,German,10519,12.56,60,Education,7/14/2022,6/18/2027,-2,38256.372,-14757.372,Current,Not Started,0,,6/16/2027,23499,Employed,1798,0,5,Always Late,East,Phone
520,63,Self-Employed,16651,828,German,10520,3.78,24,Home Improvement,12/16/2021,12/6/2023,1,40890.009600000005,-2874.0096,Current,Not Started,0,,12/7/2023,38016,Self-Employed,721,0,1,Always Late,North,SMS
521,69,Employed,65288,389,German,10521,9.64,24,Education,4/10/2021,3/31/2023,-3,6683.258400000001,-1080.2584,Current,Not Started,0,,3/28/2023,5603,Employed,717,0,4,Always Late,East,In-App
522,22,Self-Employed,99730,791,Other,10522,11.42,36,Other,3/12/2021,2/25/2024,1,38630.6298,-9857.6298,Current,Not Started,0,,2/26/2024,28773,Self-Employed,1081,0,2,Always Late,South,Email
523,29,Self-Employed,40051,498,German,10523,12.11,24,Home Improvement,8/26/2022,8/15/2024,114,26007.9414,-5070.9414,Default,Recovered,-4758.059546,1/9/2025,12/7/2024,20937,Self-Employed,834,1,8,Always On Time,West,In-App
524,33,Employed,42386,661,German,10524,5.95,12,Business,1/4/2021,12/30/2021,176,14443.104,-811.104,Default,Recovered,-775.6121387,9/30/2022,6/24/2022,13632,Employed,536,1,1,Always On Time,South,Phone
525,43,Self-Employed,90054,740,German,10525,13.47,36,Home Improvement,5/4/2021,4/18/2024,160,44379.3887,-12772.3887,Default,Recovered,-8084.756419,11/16/2024,9/25/2024,31607,Self-Employed,1240,1,3,Always On Time,East,SMS
526,43,Employed,31184,325,German,10526,14.49,24,Debt Consolidation,7/13/2020,7/3/2022,77,35259.2626,-7922.2626,Delinquent,Not Started,0,,9/18/2022,27337,Employed,797,0,5,Always Late,West,SMS
527,65,Employed,48787,324,Other,10527,6.22,12,Home Improvement,8/21/2021,8/16/2022,2,1295.884,-75.884,Current,Not Started,0,,8/18/2022,1220,Employed,362,0,4,Always Late,East,SMS
528,38,Self-Employed,36621,693,German,10528,13.65,60,Business,11/9/2021,10/14/2026,2,80749.905,-32755.905,Current,Not Started,0,,10/16/2026,47994,Self-Employed,1802,0,1,Always Late,East,In-App
529,56,Employed,90564,806,German,10529,4.62,24,Education,12/10/2022,11/29/2024,1,6355.5832,-537.5832,Current,Not Started,0,,11/30/2024,5818,Employed,721,0,4,Always Late,North,Phone
530,53,Self-Employed,92984,600,German,10530,4.14,12,Home Improvement,2/18/2020,2/12/2021,0,8694.6486,-345.6486,Current,Not Started,0,,2/12/2021,8349,Self-Employed,360,0,5,Mixed,West,Email
531,50,Self-Employed,74792,638,German,10531,4.99,48,Home Improvement,5/8/2020,4/17/2024,0,7938.9528,-1320.9528,Current,Not Started,0,,4/17/2024,6618,Self-Employed,1440,0,6,Always Late,South,Email
532,47,Employed,60253,566,Other,10532,4.16,48,Home Improvement,7/30/2021,7/9/2025,39,33200.4096,-4736.4096,Delinquent,Not Started,0,,8/17/2025,28464,Employed,1479,0,3,Always Late,East,Phone
533,54,Employed,49051,760,German,10533,13.22,12,Home Improvement,10/31/2020,10/26/2021,45,49391.092800000006,-5767.0928,Delinquent,Not Started,0,,12/10/2021,43624,Employed,405,0,4,Mixed,South,In-App
534,40,Employed,64811,755,German,10534,4.18,36,Business,7/9/2022,6/23/2025,165,43152.3376,-4808.3376,Default,Recovered,-3515.232507,1/19/2026,12/5/2025,38344,Employed,1245,1,4,Always On Time,North,Email
535,27,Employed,45447,659,German,10535,6.62,36,Other,7/31/2021,7/15/2024,122,23079.043,-3824.043,Default,Recovered,-2961.996664,1/4/2025,11/14/2024,19255,Employed,1202,1,5,Always On Time,North,Phone
536,22,Unemployed,98930,367,German,10536,4.69,24,Other,1/11/2021,1/1/2023,135,27672.046200000004,-2373.0462,Default,Recovered,-2312.666955,8/25/2023,5/16/2023,25299,Unemployed,855,1,4,Always On Time,West,Email
537,53,Employed,115037,711,German,10537,6.9,48,Home Improvement,8/22/2021,8/1/2025,0,62492.1,-13517.1,Current,Not Started,0,,8/1/2025,48975,Employed,1440,0,4,Mixed,North,SMS
538,51,Employed,45254,790,German,10538,4.54,36,Business,10/6/2020,9/21/2023,53,2797.3244000000004,-335.3244,Delinquent,Not Started,0,,11/13/2023,2462,Employed,1133,0,2,Mixed,North,Email
539,69,Employed,99045,348,German,10539,11.18,36,Business,4/24/2020,4/9/2023,-5,22574.937,-5669.937,Current,Not Started,0,,4/4/2023,16905,Employed,1075,0,1,Always Late,South,In-App
540,48,Employed,72418,401,Other,10540,5.03,48,Home Improvement,2/16/2022,1/26/2026,-1,31135.104,-5215.104,Current,Not Started,0,,1/25/2026,25920,Employed,1439,0,2,Always Late,North,Phone
541,27,Self-Employed,29472,515,German,10541,13.3,60,Debt Consolidation,10/7/2020,9/11/2025,141,28724.58,-11472.58,Default,Recovered,-11464.64854,4/17/2026,1/30/2026,17252,Self-Employed,1941,1,1,Mixed,North,In-App
542,36,Employed,18471,737,German,10542,12.9,36,Home Improvement,5/8/2021,4/22/2024,166,58259.548,-16255.548,Default,Not Started,0,,10/5/2024,42004,Employed,1246,0,3,Mixed,East,Phone
543,49,Self-Employed,110804,458,Other,10543,3.66,12,Debt Consolidation,1/23/2022,1/18/2023,2,43102.8646,-1521.8646,Current,Not Started,0,,1/20/2023,41581,Self-Employed,362,0,5,Always Late,North,SMS
544,18,Employed,23329,788,German,10544,13.8,24,Home Improvement,10/16/2022,10/5/2024,0,45726.736,-9890.736,Current,Not Started,0,,10/5/2024,35836,Employed,720,0,2,Always Late,East,Phone
545,22,Unemployed,49865,541,German,10545,3.83,36,Debt Consolidation,9/24/2020,9/9/2023,-4,7528.9197,-775.9197,Current,Not Started,0,,9/5/2023,6753,Unemployed,1076,0,8,Mixed,North,Email
546,62,Employed,61850,304,German,10546,6.26,36,Debt Consolidation,11/19/2020,11/4/2023,1,48705.739,-7700.739,Current,Not Started,0,,11/5/2023,41005,Employed,1081,0,1,Always Late,North,Email
547,21,Employed,69220,660,German,10547,3.87,60,Home Improvement,7/2/2020,6/6/2025,154,18111.3625,-2936.3625,Default,Recovered,-1813.801759,3/23/2026,11/7/2025,15175,Employed,1954,1,6,Mixed,West,SMS
548,33,Unemployed,108808,758,German,10548,7.36,12,Debt Consolidation,6/17/2021,6/12/2022,1,7720.257599999999,-529.2576,Current,Not Started,0,,6/13/2022,7191,Unemployed,361,0,5,Always Late,West,Phone
549,41,Employed,21397,547,Other,10549,9.41,24,Education,6/10/2021,5/31/2023,-1,22454.6036,-3556.6036,Current,Not Started,0,,5/30/2023,18898,Employed,719,0,3,Always Late,East,SMS
550,33,Unemployed,112909,721,German,10550,12.66,36,Other,10/19/2020,10/4/2023,2,27571.1636,-7589.1636,Current,Not Started,0,,10/6/2023,19982,Unemployed,1082,0,1,Always Late,North,Email
551,19,Employed,50525,314,German,10551,7.39,24,Business,12/1/2020,11/21/2022,-1,17930.9316,-2308.9316,Current,Not Started,0,,11/20/2022,15622,Employed,719,0,5,Always Late,South,In-App
552,66,Employed,68072,421,German,10552,11.61,48,Debt Consolidation,12/1/2022,11/10/2026,-5,2930.2644,-929.2644,Current,Not Started,0,,11/5/2026,2001,Employed,1435,0,3,Always Late,West,SMS
553,45,Employed,105106,576,German,10553,5.66,36,Debt Consolidation,12/6/2022,11/20/2025,131,56904.921,-8259.921,Default,Not Started,0,,3/31/2026,48645,Employed,1211,0,8,Mixed,South,In-App
554,49,Self-Employed,98820,752,German,10554,12.13,36,Business,3/30/2021,3/14/2024,-2,60011.600000000006,-16011.6,Current,Not Started,0,,3/12/2024,44000,Self-Employed,1078,0,4,Always Late,West,In-App
555,44,Employed,99530,689,German,10555,6.21,48,Debt Consolidation,1/16/2020,12/26/2023,-4,30314.8972,-6031.8972,Current,Not Started,0,,12/22/2023,24283,Employed,1436,0,8,Always Late,West,Phone
556,37,Employed,38284,593,German,10556,5.15,60,Business,4/29/2022,4/3/2027,-2,28212.0125,-5777.0125,Current,Not Started,0,,4/1/2027,22435,Employed,1798,0,2,Always Late,North,SMS
557,41,Employed,76330,745,German,10557,5.63,36,Home Improvement,5/4/2021,4/18/2024,3,32989.8647,-4766.8647,Current,Not Started,0,,4/21/2024,28223,Employed,1083,0,6,Mixed,West,In-App
558,29,Employed,98369,509,Other,10558,5.59,24,Education,8/31/2021,8/21/2023,31,42519.6792,-4275.6792,Delinquent,Not Started,0,,9/21/2023,38244,Employed,751,0,5,Always Late,South,In-App
559,67,Employed,40122,601,German,10559,9.4,12,Education,7/13/2020,7/8/2021,-2,33940.256,-2916.256,Current,Not Started,0,,7/6/2021,31024,Employed,358,0,6,Mixed,West,Phone
560,52,Self-Employed,85553,522,German,10560,13.22,24,Other,2/14/2022,2/4/2024,47,40124.4696,-8390.4696,Delinquent,Not Started,0,,3/22/2024,31734,Self-Employed,767,0,2,Always Late,East,Phone
561,50,Unemployed,96906,302,German,10561,4.42,60,Debt Consolidation,4/26/2020,3/31/2025,-1,1849.815,-334.815,Current,Not Started,0,,3/30/2025,1515,Unemployed,1799,0,5,Mixed,North,Email
562,50,Unemployed,109788,817,German,10562,11.63,12,Other,5/13/2021,5/8/2022,-3,51624.4098,-5378.4098,Current,Not Started,0,,5/5/2022,46246,Unemployed,357,0,4,Mixed,North,In-App
563,68,Self-Employed,77812,392,German,10563,11.02,24,Home Improvement,10/11/2021,10/1/2023,4,2673.8964,-482.8964,Current,Not Started,0,,10/5/2023,2191,Self-Employed,724,0,6,Always Late,East,Email
564,60,Employed,22999,819,German,10564,13.53,24,Education,5/24/2020,5/14/2022,-4,42265.2384,-9001.2384,Current,Not Started,0,,5/10/2022,33264,Employed,716,0,3,Mixed,East,In-App
565,54,Self-Employed,37436,727,German,10565,6.31,48,Home Improvement,4/13/2021,3/23/2025,86,55892.1072,-11264.1072,Delinquent,Not Started,0,,6/17/2025,44628,Self-Employed,1526,0,7,Always Late,East,Email
566,29,Employed,57963,792,German,10566,8.68,60,Home Improvement,6/23/2020,5/28/2025,-1,67707.74399999999,-20491.744,Current,Not Started,0,,5/27/2025,47216,Employed,1799,0,1,Always Late,West,Phone
567,20,Employed,17096,534,German,10567,14.15,48,Debt Consolidation,11/25/2020,11/4/2024,4,11427.102,-4130.102,Current,Not Started,0,,11/8/2024,7297,Employed,1444,0,7,Always Late,North,SMS
568,18,Employed,40279,460,German,10568,11.09,12,Home Improvement,9/14/2021,9/9/2022,-1,32056.1304,-3200.1304,Current,Not Started,0,,9/8/2022,28856,Employed,359,0,7,Mixed,East,Phone
569,50,Employed,41201,630,Other,10569,7.97,48,Education,4/29/2022,4/8/2026,-5,12309.6792,-2975.6792,Current,Not Started,0,,4/3/2026,9334,Employed,1435,0,7,Mixed,West,Email
570,57,Self-Employed,34715,632,German,10570,5.01,60,Other,8/31/2021,8/5/2026,176,31465.081,-6303.081,Default,Recovered,-5442.647007,7/9/2027,1/28/2027,25162,Self-Employed,1976,1,4,Mixed,East,Email
571,27,Employed,44309,349,German,10571,6.52,36,Education,12/10/2022,11/24/2025,1,8378.7648,-1370.7648,Current,Not Started,0,,11/25/2025,7008,Employed,1081,0,3,Always Late,South,SMS
572,60,Employed,30078,822,German,10572,10.18,36,Debt Consolidation,11/24/2022,11/8/2025,-5,11731.6298,-2744.6298,Current,Not Started,0,,11/3/2025,8987,Employed,1075,0,9,Always Late,South,In-App
573,61,Employed,71614,791,German,10573,11.76,12,Education,10/3/2020,9/28/2021,99,35725.2016,-3759.2016,Default,Recovered,-2590.148287,2/10/2022,1/5/2022,31966,Employed,459,1,2,Always On Time,North,Email
574,46,Unemployed,20105,571,German,10574,4.93,36,Business,10/28/2022,10/12/2025,2,4972.7028,-640.7028,Current,Not Started,0,,10/14/2025,4332,Unemployed,1082,0,4,Always Late,West,Email
575,30,Employed,109848,551,German,10575,10.4,48,Other,5/8/2022,4/17/2026,2,2530.392,-743.392,Current,Not Started,0,,4/19/2026,1787,Employed,1442,0,5,Always Late,South,Email
576,29,Employed,17839,389,German,10576,9.83,12,Business,7/2/2020,6/27/2021,1,43921.017,-3931.017,Current,Not Started,0,,6/28/2021,39990,Employed,361,0,6,Mixed,South,SMS
577,48,Employed,83920,745,German,10577,9.41,60,Business,4/15/2021,3/20/2026,66,15988.7465,-5115.7465,Delinquent,Not Started,0,,5/25/2026,10873,Employed,1866,0,2,Always Late,West,Phone
578,63,Self-Employed,58619,631,German,10578,11.44,12,Debt Consolidation,7/15/2020,7/10/2021,48,20065.8864,-2059.8864,Delinquent,Not Started,0,,8/27/2021,18006,Self-Employed,408,0,5,Always Late,East,Email
579,19,Employed,57821,438,German,10579,13.13,12,Home Improvement,11/15/2022,11/10/2023,3,24011.8425,-2786.8425,Current,Not Started,0,,11/13/2023,21225,Employed,363,0,7,Mixed,West,SMS
580,68,Employed,28493,656,German,10580,7.21,24,Business,5/9/2020,4/29/2022,1,42843.4248,-5399.4248,Current,Not Started,0,,4/30/2022,37444,Employed,721,0,1,Mixed,East,Email
581,67,Employed,32069,573,German,10581,13.72,24,Education,11/1/2022,10/21/2024,116,46311.696,-9971.696,Default,Recovered,-5026.274237,5/5/2025,2/14/2025,36340,Employed,836,1,8,Always On Time,South,In-App
582,52,Employed,22531,318,German,10582,5.35,12,Home Improvement,9/20/2021,9/15/2022,2,42859.5405,-2176.5405,Current,Not Started,0,,9/17/2022,40683,Employed,362,0,1,Always Late,South,SMS
583,40,Employed,52051,610,German,10583,5.49,36,Education,2/22/2021,2/7/2024,0,7026.6351,-993.6351,Current,Not Started,0,,2/7/2024,6033,Employed,1080,0,3,Mixed,South,Email
584,34,Employed,22736,453,German,10584,6.57,24,Education,2/11/2020,1/31/2022,-1,9942.7432,-1154.7432,Current,Not Started,0,,1/30/2022,8788,Employed,719,0,1,Mixed,North,SMS
585,43,Unemployed,22710,689,German,10585,4.87,60,Home Improvement,4/22/2020,3/27/2025,37,20752.771500000003,-4063.7715,Delinquent,Not Started,0,,5/3/2025,16689,Unemployed,1837,0,1,Always Late,North,Email
586,25,Employed,82155,559,German,10586,6.15,48,Home Improvement,12/20/2020,11/29/2024,-3,56344.12,-11124.12,Current,Not Started,0,,11/26/2024,45220,Employed,1437,0,8,Mixed,North,Phone
587,46,Employed,28975,424,German,10587,4.72,24,Education,1/30/2022,1/20/2024,1,24731.2512,-2133.2512,Current,Not Started,0,,1/21/2024,22598,Employed,721,0,3,Mixed,West,Email
588,43,Unemployed,77424,653,German,10588,12.95,12,Debt Consolidation,1/12/2022,1/7/2023,-4,43463.16,-4983.16,Current,Not Started,0,,1/3/2023,38480,Unemployed,356,0,3,Always Late,South,SMS
589,27,Employed,60603,572,Other,10589,5.1,36,Other,2/24/2020,2/8/2023,-3,35400.559,-4697.559,Current,Not Started,0,,2/5/2023,30703,Employed,1077,0,2,Always Late,South,In-App
590,43,Employed,38252,544,German,10590,12.09,48,Other,4/4/2020,3/14/2024,42,1581.5176,-515.5176,Delinquent,Not Started,0,,4/25/2024,1066,Employed,1482,0,4,Always Late,West,In-App
591,51,Employed,95797,749,German,10591,4.05,24,Debt Consolidation,12/21/2022,12/10/2024,-4,53642.463,-4019.463,Current,Not Started,0,,12/6/2024,49623,Employed,716,0,4,Always Late,North,In-App
592,68,Employed,16431,546,German,10592,14.41,36,Home Improvement,6/18/2022,6/2/2025,-1,66238.14580000001,-19992.1458,Current,Not Started,0,,6/1/2025,46246,Employed,1079,0,3,Always Late,West,Email
593,58,Unemployed,89603,819,Other,10593,11.68,36,Education,4/1/2021,3/16/2024,1,11522.9632,-2989.9632,Current,Not Started,0,,3/17/2024,8533,Unemployed,1081,0,3,Always Late,North,Phone
594,24,Employed,52481,440,German,10594,3.58,36,Other,7/27/2020,7/12/2023,4,17832.462199999998,-1729.4622,Current,Not Started,0,,7/16/2023,16103,Employed,1084,0,7,Mixed,South,Email
595,21,Self-Employed,107573,661,German,10595,12.28,12,Education,5/20/2022,5/15/2023,88,6305.6448,-689.6448,Delinquent,Not Started,0,,8/11/2023,5616,Self-Employed,448,0,3,Always Late,East,In-App
596,67,Employed,24557,307,German,10596,9.41,60,Debt Consolidation,2/25/2022,1/30/2027,4,69179.6725,-22134.6725,Current,Not Started,0,,2/3/2027,47045,Employed,1804,0,4,Always Late,North,SMS
597,62,Employed,89971,777,German,10597,12.46,36,Education,2/24/2022,2/8/2025,76,54262.3524,-14764.3524,Delinquent,Not Started,0,,4/25/2025,39498,Employed,1156,0,2,Mixed,South,In-App
598,28,Employed,118302,651,German,10598,9.51,48,Debt Consolidation,7/16/2020,6/25/2024,-5,61416.7568,-16924.7568,Current,Not Started,0,,6/20/2024,44492,Employed,1435,0,6,Mixed,South,SMS
599,46,Employed,15162,794,German,10599,10.87,24,Home Improvement,4/24/2021,4/14/2023,4,15548.6328,-2776.6328,Current,Not Started,0,,4/18/2023,12772,Employed,724,0,3,Always Late,East,Phone
600,53,Employed,49742,726,German,10600,12.54,48,Debt Consolidation,11/19/2021,10/29/2025,3,37313.2584,-12464.2584,Current,Not Started,0,,11/1/2025,24849,Employed,1443,0,4,Mixed,South,SMS
601,42,Self-Employed,34675,338,German,10601,8.16,12,Debt Consolidation,5/29/2020,5/24/2021,-5,15077.504,-1137.504,Current,Not Started,0,,5/19/2021,13940,Self-Employed,355,0,2,Mixed,South,Email
602,38,Employed,88997,486,German,10602,3.53,12,Other,3/6/2022,3/1/2023,-5,18564.9996,-632.9996,Current,Not Started,0,,2/24/2023,17932,Employed,355,0,9,Always Late,North,Email
603,53,Unemployed,32015,392,German,10603,13.27,48,Education,11/7/2020,10/17/2024,44,47101.1852,-16332.1852,Delinquent,Not Started,0,,11/30/2024,30769,Unemployed,1484,0,2,Always Late,North,Email
604,27,Employed,65057,385,German,10604,7.88,60,Other,9/15/2021,8/20/2026,4,35753.312,-10105.312,Current,Not Started,0,,8/24/2026,25648,Employed,1804,0,6,Always Late,East,SMS
605,54,Self-Employed,47591,343,German,10605,9.2,12,Business,8/10/2020,8/5/2021,2,52864.812000000005,-4453.812,Current,Not Started,0,,8/7/2021,48411,Self-Employed,362,0,3,Mixed,East,Email
606,26,Self-Employed,108583,436,German,10606,3.59,12,Debt Consolidation,11/22/2020,11/17/2021,67,35185.3794,-1219.3794,Delinquent,Not Started,0,,1/23/2022,33966,Self-Employed,427,0,2,Mixed,South,Email
607,41,Self-Employed,115318,720,Other,10607,9.16,48,Business,2/29/2020,2/8/2024,35,39320.8928,-10543.8928,Delinquent,Not Started,0,,3/14/2024,28777,Self-Employed,1475,0,6,Always Late,North,Email
608,52,Self-Employed,24833,373,German,10608,14.84,12,Other,9/12/2021,9/7/2022,3,38548.342800000006,-4981.3428,Current,Not Started,0,,9/10/2022,33567,Self-Employed,363,0,3,Always Late,East,Phone
609,66,Self-Employed,22896,847,German,10609,6.7,60,Education,7/24/2021,6/28/2026,-2,24262.29,-6088.29,Current,Not Started,0,,6/26/2026,18174,Self-Employed,1798,0,7,Mixed,East,SMS
610,52,Employed,47972,811,German,10610,8.05,60,Other,11/30/2022,11/4/2027,2,61146.19500000001,-17548.195,Current,Not Started,0,,11/6/2027,43598,Employed,1802,0,8,Always Late,West,SMS
611,65,Employed,64733,455,German,10611,11.4,60,Education,8/30/2020,8/4/2025,33,23232.86,-8434.86,Delinquent,Not Started,0,,9/6/2025,14798,Employed,1833,0,7,Mixed,East,In-App
612,53,Employed,56800,554,German,10612,12.87,24,Education,2/24/2020,2/13/2022,124,23334.8292,-4776.8292,Default,Recovered,-2410.51346,9/19/2022,6/17/2022,18558,Employed,844,1,1,Always On Time,South,SMS
613,35,Unemployed,111044,470,German,10613,8.3,60,Home Improvement,10/20/2022,9/24/2027,146,64010.355,-18773.355,Default,Recovered,-13709.86208,3/26/2028,2/17/2028,45237,Unemployed,1946,1,6,Mixed,North,Phone
614,66,Employed,20347,469,German,10614,7.06,60,Debt Consolidation,11/5/2022,10/10/2027,61,1593.834,-415.834,Delinquent,Not Started,0,,12/10/2027,1178,Employed,1861,0,3,Always Late,East,SMS
615,56,Self-Employed,74063,621,German,10615,14.28,24,Other,10/26/2021,10/16/2023,1,27601.832,-6131.832,Current,Not Started,0,,10/17/2023,21470,Self-Employed,721,0,7,Always Late,West,Phone
616,49,Employed,110850,755,German,10616,11.29,36,Education,5/6/2021,4/20/2024,81,24254.5666,-6136.5666,Delinquent,Not Started,0,,7/10/2024,18118,Employed,1161,0,5,Always Late,North,Phone
617,41,Employed,17643,454,German,10617,4.87,12,Other,5/9/2022,5/4/2023,3,24766.0992,-1150.0992,Current,Not Started,0,,5/7/2023,23616,Employed,363,0,7,Always Late,East,SMS
618,40,Employed,55785,648,German,10618,4.29,60,Other,7/3/2020,6/7/2025,3,2183.671,-385.671,Current,Not Started,0,,6/10/2025,1798,Employed,1803,0,4,Mixed,West,In-App
619,49,Employed,33681,750,Other,10619,9.06,12,Education,5/17/2021,5/12/2022,2,9380.2506,-779.2506,Current,Not Started,0,,5/14/2022,8601,Employed,362,0,4,Always Late,East,Email
620,54,Employed,65026,472,German,10620,6.03,48,Business,9/3/2021,8/13/2025,168,32721.7556,-6358.7556,Default,Recovered,-4731.978981,5/19/2026,1/28/2026,26363,Employed,1608,1,1,Always On Time,North,Email
621,29,Employed,118864,309,Other,10621,6.42,12,Debt Consolidation,7/7/2020,7/2/2021,123,4038.639,-243.639,Default,Not Started,0,,11/2/2021,3795,Employed,483,0,6,Always Late,North,SMS
622,66,Employed,30892,564,German,10622,13.59,24,Debt Consolidation,11/19/2022,11/8/2024,1,41875.2868,-8949.2868,Current,Not Started,0,,11/9/2024,32926,Employed,721,0,3,Mixed,North,SMS
623,30,Employed,62299,737,Other,10623,4.53,12,Home Improvement,1/15/2020,1/9/2021,50,48359.75919999999,-2095.7592,Delinquent,Not Started,0,,2/28/2021,46264,Employed,410,0,4,Always Late,South,Phone
624,40,Employed,32073,546,German,10624,11.73,12,Home Improvement,7/25/2022,7/20/2023,84,42855.1588,-4499.1588,Delinquent,Not Started,0,,10/12/2023,38356,Employed,444,0,6,Mixed,East,SMS
625,42,Employed,117304,845,German,10625,6.62,12,Home Improvement,6/4/2022,5/30/2023,3,8846.2614,-549.2614,Current,Not Started,0,,6/2/2023,8297,Employed,363,0,4,Always Late,South,Phone
626,52,Self-Employed,45682,798,German,10626,12.24,36,Debt Consolidation,6/5/2021,5/20/2024,-4,5583.6448,-1499.6448,Current,Not Started,0,,5/16/2024,4084,Self-Employed,1076,0,2,Always Late,North,In-App
627,58,Employed,112798,428,German,10627,11.81,36,Business,3/5/2020,2/18/2023,42,42428.8647,-11099.8647,Delinquent,Not Started,0,,4/1/2023,31329,Employed,1122,0,4,Always Late,West,SMS
628,47,Employed,111894,626,German,10628,3.59,48,Debt Consolidation,10/1/2021,9/10/2025,-2,13848.996,-1738.996,Current,Not Started,0,,9/8/2025,12110,Employed,1438,0,3,Mixed,East,Email
629,34,Employed,29289,703,German,10629,9.36,24,Debt Consolidation,2/5/2021,1/26/2023,-2,2055.0432,-324.0432,Current,Not Started,0,,1/24/2023,1731,Employed,718,0,4,Always Late,South,Email
630,66,Employed,22927,658,German,10630,5.1,12,Debt Consolidation,3/21/2021,3/16/2022,79,2237.579,-108.579,Delinquent,Not Started,0,,6/3/2022,2129,Employed,439,0,1,Always Late,East,SMS
631,37,Employed,63330,316,German,10631,13.46,12,Debt Consolidation,8/27/2020,8/22/2021,138,32928.3612,-3906.3612,Default,Not Started,0,,1/7/2022,29022,Employed,498,0,2,Always Late,West,Phone
632,65,Employed,81707,573,German,10632,13.52,12,Business,5/10/2022,5/5/2023,2,2957.196,-352.196,Current,Not Started,0,,5/7/2023,2605,Employed,362,0,2,Mixed,South,Email
633,42,Employed,92454,415,German,10633,8.31,12,Home Improvement,1/27/2021,1/22/2022,41,14047.807,-1077.807,Delinquent,Not Started,0,,3/4/2022,12970,Employed,401,0,6,Always Late,North,Phone
634,39,Employed,119646,390,German,10634,8.61,36,Other,12/13/2021,11/27/2024,3,56252.3015,-11547.3015,Current,Not Started,0,,11/30/2024,44705,Employed,1083,0,1,Always Late,South,SMS
635,30,Employed,80428,381,German,10635,6.99,48,Home Improvement,12/24/2020,12/3/2024,0,57748.348000000005,-12618.348,Current,Not Started,0,,12/3/2024,45130,Employed,1440,0,3,Mixed,East,SMS
